update,timestep,episode,mean_reward,mean_length,success_rate,mean_coverage,invalid_rate,policy_loss,value_loss,entropy,approx_kl,unique_tilings,wall_time
1320,2703360,281177,1.9450,10.00,1.0000,1.0000,0.0000,-0.007173,0.000227,0.1532,0.011677,16,9268.9
1330,2723840,283232,1.9450,10.00,1.0000,1.0000,0.0000,-0.003131,0.000741,0.1519,0.024270,16,9339.5
1340,2744320,285288,1.9323,9.97,0.9900,0.9970,0.0000,-0.005717,0.001214,0.1710,0.011783,16,9410.1
1350,2764800,287338,1.9450,10.00,1.0000,1.0000,0.0000,-0.010369,0.000159,0.1523,0.008940,16,9480.8
1360,2785280,289387,1.9450,10.00,1.0000,1.0000,0.0000,-0.005505,0.000132,0.1577,0.006714,16,9551.5
1370,2805760,291440,1.9323,9.97,0.9900,0.9970,0.0000,-0.005563,0.001903,0.1586,0.007933,16,9621.8
1380,2826240,293493,1.9341,9.99,0.9900,0.9990,0.0000,-0.008546,0.006225,0.1908,0.009278,16,9692.1
1390,2846720,295544,1.9323,9.97,0.9900,0.9970,0.0000,-0.006483,0.003163,0.1667,0.006917,16,9762.8
1400,2867200,297595,1.9332,9.98,0.9900,0.9980,0.0000,-0.006821,0.001963,0.1805,0.008778,16,9832.8
1410,2887680,299644,1.9332,9.98,0.9900,0.9980,0.0000,-0.007082,0.001348,0.1722,0.006293,16,9903.3
1420,2908160,301704,1.9450,10.00,1.0000,1.0000,0.0000,-0.008060,0.000281,0.1689,0.010364,16,9973.9
1430,2928640,303756,1.9068,9.91,0.9700,0.9910,0.0000,-0.004814,0.007095,0.1928,0.010380,16,10044.4
1440,2949120,305812,1.9323,9.97,0.9900,0.9970,0.0000,-0.005362,0.004628,0.1728,0.011782,16,10115.0
1450,2969600,307863,1.9341,9.99,0.9900,0.9990,0.0000,-0.004801,0.001994,0.1719,0.017514,16,10185.6
1460,2990080,309915,1.9323,9.97,0.9900,0.9970,0.0000,-0.004423,0.002814,0.1623,0.008545,16,10256.2
